,Team Name,Year,Wins,Losses,OT Losses,Win %,Goals For (GF),Goals Against (GA),+ / -
433,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
434,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
435,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
436,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
437,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
438,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
439,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
440,Washington Capitals,1992,43,34,,0.512,325,286,39.0
441,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
442,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
443,Boston Bruins,1993,42,29,,0.5,289,252,37.0
444,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
445,Calgary Flames,1993,42,29,,0.5,302,256,46.0
446,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
447,Dallas Stars,1993,42,29,,0.5,286,265,21.0
448,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
449,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
450,Florida Panthers,1993,33,34,,0.393,233,233,0.0
451,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
452,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
453,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
454,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
455,New York Islanders,1993,36,36,,0.429,282,264,18.0
456,New York Rangers,1993,52,24,,0.619,299,231,68.0
457,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
458,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
459,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
460,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
461,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
462,St. Louis Blues,1993,40,33,,0.476,270,283,-13.0
463,Tampa Bay Lightning,1993,30,43,,0.357,224,251,-27.0
464,Toronto Maple Leafs,1993,43,29,,0.512,280,243,37.0
465,Vancouver Canucks,1993,41,40,,0.488,279,276,3.0
466,Washington Capitals,1993,39,35,,0.464,277,263,14.0
467,Winnipeg Jets,1993,24,51,,0.286,245,344,-99.0
468,Mighty Ducks of Anaheim,1994,16,27,,0.333,125,164,-39.0
469,Boston Bruins,1994,27,18,,0.562,150,127,23.0
470,Buffalo Sabres,1994,22,19,,0.458,130,119,11.0
471,Calgary Flames,1994,24,17,,0.5,163,135,28.0
472,Chicago Blackhawks,1994,24,19,,0.5,156,115,41.0
473,Dallas Stars,1994,17,23,,0.354,136,135,1.0
474,Detroit Red Wings,1994,33,11,,0.688,180,117,63.0
475,Edmonton Oilers,1994,17,27,,0.354,136,183,-47.0
476,Florida Panthers,1994,20,22,,0.417,115,127,-12.0
477,Hartford Whalers,1994,19,24,,0.396,127,141,-14.0
478,Los Angeles Kings,1994,16,23,,0.333,142,174,-32.0
479,Montreal Canadiens,1994,18,23,,0.375,125,148,-23.0
480,New Jersey Devils,1994,22,18,,0.458,136,121,15.0
481,New York Islanders,1994,15,28,,0.312,126,158,-32.0
482,New York Rangers,1994,22,23,,0.458,139,134,5.0
483,Ottawa Senators,1994,9,34,,0.188,117,174,-57.0
484,Philadelphia Flyers,1994,28,16,,0.583,150,132,18.0
485,Pittsburgh Penguins,1994,29,16,,0.604,181,158,23.0
486,Quebec Nordiques,1994,30,13,,0.625,185,134,51.0
487,San Jose Sharks,1994,19,25,,0.396,129,161,-32.0
488,St. Louis Blues,1994,28,15,,0.583,178,135,43.0
489,Tampa Bay Lightning,1994,17,28,,0.354,120,144,-24.0
490,Toronto Maple Leafs,1994,21,19,,0.438,135,146,-11.0
491,Vancouver Canucks,1994,18,18,,0.375,153,148,5.0
492,Washington Capitals,1994,22,18,,0.458,136,120,16.0
493,Winnipeg Jets,1994,16,25,,0.333,157,177,-20.0
494,Mighty Ducks of Anaheim,1995,35,39,,0.427,234,247,-13.0
495,Boston Bruins,1995,40,31,,0.488,282,269,13.0
496,Buffalo Sabres,1995,33,42,,0.402,247,262,-15.0
497,Calgary Flames,1995,34,37,,0.415,241,240,1.0
498,Chicago Blackhawks,1995,40,28,,0.488,273,220,53.0
499,Colorado Avalanche,1995,47,25,,0.573,326,240,86.0
500,Dallas Stars,1995,26,42,,0.317,227,280,-53.0
501,Detroit Red Wings,1995,62,13,,0.756,325,181,144.0
502,Edmonton Oilers,1995,30,44,,0.366,240,304,-64.0
503,Florida Panthers,1995,41,31,,0.5,254,234,20.0
504,Hartford Whalers,1995,34,39,,0.415,237,259,-22.0
505,Los Angeles Kings,1995,24,40,,0.293,256,302,-46.0
506,Montreal Canadiens,1995,40,32,,0.488,265,248,17.0
507,New Jersey Devils,1995,37,33,,0.451,215,202,13.0
508,New York Islanders,1995,22,50,,0.268,229,315,-86.0
509,New York Rangers,1995,41,27,,0.5,272,237,35.0
510,Ottawa Senators,1995,18,59,,0.22,191,291,-100.0
511,Philadelphia Flyers,1995,45,24,,0.549,282,208,74.0
512,Pittsburgh Penguins,1995,49,29,,0.598,362,284,78.0
513,San Jose Sharks,1995,20,55,,0.244,252,357,-105.0
514,St. Louis Blues,1995,32,34,,0.39,219,248,-29.0
515,Tampa Bay Lightning,1995,38,32,,0.463,238,248,-10.0
516,Toronto Maple Leafs,1995,34,36,,0.415,247,252,-5.0
517,Vancouver Canucks,1995,32,35,,0.39,278,278,0.0
518,Washington Capitals,1995,39,32,,0.476,234,204,30.0
519,Winnipeg Jets,1995,36,40,,0.439,275,291,-16.0
520,Mighty Ducks of Anaheim,1996,36,33,,0.439,245,233,12.0
521,Boston Bruins,1996,26,47,,0.317,234,300,-66.0
522,Buffalo Sabres,1996,40,30,,0.488,237,208,29.0
523,Calgary Flames,1996,32,41,,0.39,214,239,-25.0
524,Chicago Blackhawks,1996,34,35,,0.415,223,210,13.0
525,Boston Bruins,1990,44,24,,0.55,299,264,35.0
526,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
527,Calgary Flames,1990,46,26,,0.575,344,263,81.0
528,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
529,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
530,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
531,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
532,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
533,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
534,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
535,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
536,New York Islanders,1990,25,45,,0.312,223,290,-67.0
537,New York Rangers,1990,36,31,,0.45,297,265,32.0
538,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
539,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
540,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
541,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
542,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
543,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
544,Washington Capitals,1990,37,36,,0.463,258,258,0.0
545,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
546,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
547,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
548,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
549,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
550,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
551,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
552,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
553,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
554,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
555,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
556,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
557,New York Islanders,1991,34,35,,0.425,291,299,-8.0
558,New York Rangers,1991,50,25,,0.625,321,246,75.0
559,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
560,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
561,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
562,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
563,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
564,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
565,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
566,Washington Capitals,1991,45,27,,0.562,330,275,55.0
567,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
568,Boston Bruins,1992,51,26,,0.607,332,268,64.0
569,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
570,Calgary Flames,1992,43,30,,0.512,322,282,40.0
571,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
572,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
573,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
574,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
575,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
576,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
577,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
578,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
579,New York Islanders,1992,40,37,,0.476,335,297,38.0
580,New York Rangers,1992,34,39,,0.405,304,308,-4.0
581,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
582,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
583,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
584,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
585,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
586,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
587,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
588,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
589,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
590,Washington Capitals,1992,43,34,,0.512,325,286,39.0
591,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
592,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
593,Boston Bruins,1993,42,29,,0.5,289,252,37.0
594,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
595,Calgary Flames,1993,42,29,,0.5,302,256,46.0
596,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
597,Dallas Stars,1993,42,29,,0.5,286,265,21.0
598,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
599,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
600,Florida Panthers,1993,33,34,,0.393,233,233,0.0
601,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
602,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
603,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
604,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
605,New York Islanders,1993,36,36,,0.429,282,264,18.0
606,New York Rangers,1993,52,24,,0.619,299,231,68.0
607,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
608,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
609,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
610,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
611,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
612,St. Louis Blues,1993,40,33,,0.476,270,283,-13.0
613,Tampa Bay Lightning,1993,30,43,,0.357,224,251,-27.0
614,Toronto Maple Leafs,1993,43,29,,0.512,280,243,37.0
615,Vancouver Canucks,1993,41,40,,0.488,279,276,3.0
616,Washington Capitals,1993,39,35,,0.464,277,263,14.0
617,Winnipeg Jets,1993,24,51,,0.286,245,344,-99.0
618,Mighty Ducks of Anaheim,1994,16,27,,0.333,125,164,-39.0
619,Boston Bruins,1994,27,18,,0.562,150,127,23.0
620,Buffalo Sabres,1994,22,19,,0.458,130,119,11.0
621,Calgary Flames,1994,24,17,,0.5,163,135,28.0
622,Chicago Blackhawks,1994,24,19,,0.5,156,115,41.0
623,Dallas Stars,1994,17,23,,0.354,136,135,1.0
624,Detroit Red Wings,1994,33,11,,0.688,180,117,63.0
625,Edmonton Oilers,1994,17,27,,0.354,136,183,-47.0
626,Florida Panthers,1994,20,22,,0.417,115,127,-12.0
627,Hartford Whalers,1994,19,24,,0.396,127,141,-14.0
628,Los Angeles Kings,1994,16,23,,0.333,142,174,-32.0
629,Montreal Canadiens,1994,18,23,,0.375,125,148,-23.0
630,New Jersey Devils,1994,22,18,,0.458,136,121,15.0
631,New York Islanders,1994,15,28,,0.312,126,158,-32.0
632,New York Rangers,1994,22,23,,0.458,139,134,5.0
633,Ottawa Senators,1994,9,34,,0.188,117,174,-57.0
634,Philadelphia Flyers,1994,28,16,,0.583,150,132,18.0
635,Pittsburgh Penguins,1994,29,16,,0.604,181,158,23.0
636,Quebec Nordiques,1994,30,13,,0.625,185,134,51.0
637,San Jose Sharks,1994,19,25,,0.396,129,161,-32.0
638,St. Louis Blues,1994,28,15,,0.583,178,135,43.0
639,Tampa Bay Lightning,1994,17,28,,0.354,120,144,-24.0
640,Toronto Maple Leafs,1994,21,19,,0.438,135,146,-11.0
641,Vancouver Canucks,1994,18,18,,0.375,153,148,5.0
642,Washington Capitals,1994,22,18,,0.458,136,120,16.0
643,Winnipeg Jets,1994,16,25,,0.333,157,177,-20.0
644,Mighty Ducks of Anaheim,1995,35,39,,0.427,234,247,-13.0
645,Boston Bruins,1995,40,31,,0.488,282,269,13.0
646,Buffalo Sabres,1995,33,42,,0.402,247,262,-15.0
647,Calgary Flames,1995,34,37,,0.415,241,240,1.0
648,Chicago Blackhawks,1995,40,28,,0.488,273,220,53.0
649,Colorado Avalanche,1995,47,25,,0.573,326,240,86.0
650,Dallas Stars,1995,26,42,,0.317,227,280,-53.0
651,Detroit Red Wings,1995,62,13,,0.756,325,181,144.0
652,Edmonton Oilers,1995,30,44,,0.366,240,304,-64.0
653,Florida Panthers,1995,41,31,,0.5,254,234,20.0
654,Hartford Whalers,1995,34,39,,0.415,237,259,-22.0
655,Los Angeles Kings,1995,24,40,,0.293,256,302,-46.0
656,Montreal Canadiens,1995,40,32,,0.488,265,248,17.0
657,New Jersey Devils,1995,37,33,,0.451,215,202,13.0
658,New York Islanders,1995,22,50,,0.268,229,315,-86.0
659,New York Rangers,1995,41,27,,0.5,272,237,35.0
660,Ottawa Senators,1995,18,59,,0.22,191,291,-100.0
661,Philadelphia Flyers,1995,45,24,,0.549,282,208,74.0
662,Pittsburgh Penguins,1995,49,29,,0.598,362,284,78.0
663,San Jose Sharks,1995,20,55,,0.244,252,357,-105.0
664,St. Louis Blues,1995,32,34,,0.39,219,248,-29.0
665,Tampa Bay Lightning,1995,38,32,,0.463,238,248,-10.0
666,Toronto Maple Leafs,1995,34,36,,0.415,247,252,-5.0
667,Vancouver Canucks,1995,32,35,,0.39,278,278,0.0
668,Washington Capitals,1995,39,32,,0.476,234,204,30.0
669,Winnipeg Jets,1995,36,40,,0.439,275,291,-16.0
670,Mighty Ducks of Anaheim,1996,36,33,,0.439,245,233,12.0
671,Boston Bruins,1996,26,47,,0.317,234,300,-66.0
672,Buffalo Sabres,1996,40,30,,0.488,237,208,29.0
673,Calgary Flames,1996,32,41,,0.39,214,239,-25.0
674,Chicago Blackhawks,1996,34,35,,0.415,223,210,13.0
675,Colorado Avalanche,1996,49,24,,0.598,277,205,72.0
676,Dallas Stars,1996,48,26,,0.585,252,198,54.0
677,Detroit Red Wings,1996,38,26,,0.463,253,197,56.0
678,Edmonton Oilers,1996,36,37,,0.439,252,247,5.0
679,Florida Panthers,1996,35,28,,0.427,221,201,20.0
680,Hartford Whalers,1996,32,39,,0.39,226,256,-30.0
681,Los Angeles Kings,1996,28,43,,0.341,214,268,-54.0
682,Montreal Canadiens,1996,31,36,,0.378,249,276,-27.0
683,New Jersey Devils,1996,45,23,,0.549,231,182,49.0
684,New York Islanders,1996,29,41,,0.354,240,250,-10.0
685,New York Rangers,1996,38,34,,0.463,258,231,27.0
686,Ottawa Senators,1996,31,36,,0.378,226,234,-8.0
687,Philadelphia Flyers,1996,45,24,,0.549,274,217,57.0
688,Phoenix Coyotes,1996,38,37,,0.463,240,243,-3.0
689,Pittsburgh Penguins,1996,38,36,,0.463,285,280,5.0
690,San Jose Sharks,1996,27,47,,0.329,211,278,-67.0
691,St. Louis Blues,1996,36,35,,0.439,236,239,-3.0
692,Tampa Bay Lightning,1996,32,40,,0.39,217,247,-30.0
693,Toronto Maple Leafs,1996,30,44,,0.366,230,273,-43.0
694,Vancouver Canucks,1996,35,40,,0.427,257,273,-16.0
695,Washington Capitals,1996,33,40,,0.402,214,231,-17.0
696,Mighty Ducks of Anaheim,1997,26,43,,0.317,205,261,-56.0
697,Boston Bruins,1997,39,30,,0.476,221,194,27.0
698,Buffalo Sabres,1997,36,29,,0.439,211,187,24.0
699,Calgary Flames,1997,26,41,,0.317,217,252,-35.0
700,Boston Bruins,1990,44,24,,0.55,299,264,35.0
701,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
702,Calgary Flames,1990,46,26,,0.575,344,263,81.0
703,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
704,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
705,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
706,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
707,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
708,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
709,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
710,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
711,New York Islanders,1990,25,45,,0.312,223,290,-67.0
712,New York Rangers,1990,36,31,,0.45,297,265,32.0
713,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
714,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
715,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
716,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
717,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
718,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
719,Washington Capitals,1990,37,36,,0.463,258,258,0.0
720,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
721,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
722,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
723,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
724,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
725,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
726,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
727,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
728,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
729,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
730,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
731,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
732,New York Islanders,1991,34,35,,0.425,291,299,-8.0
733,New York Rangers,1991,50,25,,0.625,321,246,75.0
734,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
735,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
736,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
737,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
738,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
739,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
740,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
741,Washington Capitals,1991,45,27,,0.562,330,275,55.0
742,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
743,Boston Bruins,1992,51,26,,0.607,332,268,64.0
744,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
745,Calgary Flames,1992,43,30,,0.512,322,282,40.0
746,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
747,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
748,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
749,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
750,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
751,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
752,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
753,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
754,New York Islanders,1992,40,37,,0.476,335,297,38.0
755,New York Rangers,1992,34,39,,0.405,304,308,-4.0
756,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
757,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
758,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
759,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
760,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
761,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
762,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
763,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
764,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
765,Washington Capitals,1992,43,34,,0.512,325,286,39.0
766,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
767,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
768,Boston Bruins,1993,42,29,,0.5,289,252,37.0
769,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
770,Calgary Flames,1993,42,29,,0.5,302,256,46.0
771,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
772,Dallas Stars,1993,42,29,,0.5,286,265,21.0
773,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
774,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
775,Florida Panthers,1993,33,34,,0.393,233,233,0.0
776,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
777,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
778,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
779,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
780,New York Islanders,1993,36,36,,0.429,282,264,18.0
781,New York Rangers,1993,52,24,,0.619,299,231,68.0
782,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
783,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
784,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
785,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
786,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
787,St. Louis Blues,1993,40,33,,0.476,270,283,-13.0
788,Tampa Bay Lightning,1993,30,43,,0.357,224,251,-27.0
789,Toronto Maple Leafs,1993,43,29,,0.512,280,243,37.0
790,Vancouver Canucks,1993,41,40,,0.488,279,276,3.0
791,Washington Capitals,1993,39,35,,0.464,277,263,14.0
792,Winnipeg Jets,1993,24,51,,0.286,245,344,-99.0
793,Mighty Ducks of Anaheim,1994,16,27,,0.333,125,164,-39.0
794,Boston Bruins,1994,27,18,,0.562,150,127,23.0
795,Buffalo Sabres,1994,22,19,,0.458,130,119,11.0
796,Calgary Flames,1994,24,17,,0.5,163,135,28.0
797,Chicago Blackhawks,1994,24,19,,0.5,156,115,41.0
798,Dallas Stars,1994,17,23,,0.354,136,135,1.0
799,Detroit Red Wings,1994,33,11,,0.688,180,117,63.0
800,Edmonton Oilers,1994,17,27,,0.354,136,183,-47.0
801,Florida Panthers,1994,20,22,,0.417,115,127,-12.0
802,Hartford Whalers,1994,19,24,,0.396,127,141,-14.0
803,Los Angeles Kings,1994,16,23,,0.333,142,174,-32.0
804,Montreal Canadiens,1994,18,23,,0.375,125,148,-23.0
805,New Jersey Devils,1994,22,18,,0.458,136,121,15.0
806,New York Islanders,1994,15,28,,0.312,126,158,-32.0
807,New York Rangers,1994,22,23,,0.458,139,134,5.0
808,Ottawa Senators,1994,9,34,,0.188,117,174,-57.0
809,Philadelphia Flyers,1994,28,16,,0.583,150,132,18.0
810,Pittsburgh Penguins,1994,29,16,,0.604,181,158,23.0
811,Quebec Nordiques,1994,30,13,,0.625,185,134,51.0
812,San Jose Sharks,1994,19,25,,0.396,129,161,-32.0
813,St. Louis Blues,1994,28,15,,0.583,178,135,43.0
814,Tampa Bay Lightning,1994,17,28,,0.354,120,144,-24.0
815,Toronto Maple Leafs,1994,21,19,,0.438,135,146,-11.0
816,Vancouver Canucks,1994,18,18,,0.375,153,148,5.0
817,Washington Capitals,1994,22,18,,0.458,136,120,16.0
818,Winnipeg Jets,1994,16,25,,0.333,157,177,-20.0
819,Mighty Ducks of Anaheim,1995,35,39,,0.427,234,247,-13.0
820,Boston Bruins,1995,40,31,,0.488,282,269,13.0
821,Buffalo Sabres,1995,33,42,,0.402,247,262,-15.0
822,Calgary Flames,1995,34,37,,0.415,241,240,1.0
823,Chicago Blackhawks,1995,40,28,,0.488,273,220,53.0
824,Colorado Avalanche,1995,47,25,,0.573,326,240,86.0
825,Dallas Stars,1995,26,42,,0.317,227,280,-53.0
826,Detroit Red Wings,1995,62,13,,0.756,325,181,144.0
827,Edmonton Oilers,1995,30,44,,0.366,240,304,-64.0
828,Florida Panthers,1995,41,31,,0.5,254,234,20.0
829,Hartford Whalers,1995,34,39,,0.415,237,259,-22.0
830,Los Angeles Kings,1995,24,40,,0.293,256,302,-46.0
831,Montreal Canadiens,1995,40,32,,0.488,265,248,17.0
832,New Jersey Devils,1995,37,33,,0.451,215,202,13.0
833,New York Islanders,1995,22,50,,0.268,229,315,-86.0
834,New York Rangers,1995,41,27,,0.5,272,237,35.0
835,Ottawa Senators,1995,18,59,,0.22,191,291,-100.0
836,Philadelphia Flyers,1995,45,24,,0.549,282,208,74.0
837,Pittsburgh Penguins,1995,49,29,,0.598,362,284,78.0
838,San Jose Sharks,1995,20,55,,0.244,252,357,-105.0
839,St. Louis Blues,1995,32,34,,0.39,219,248,-29.0
840,Tampa Bay Lightning,1995,38,32,,0.463,238,248,-10.0
841,Toronto Maple Leafs,1995,34,36,,0.415,247,252,-5.0
842,Vancouver Canucks,1995,32,35,,0.39,278,278,0.0
843,Washington Capitals,1995,39,32,,0.476,234,204,30.0
844,Winnipeg Jets,1995,36,40,,0.439,275,291,-16.0
845,Mighty Ducks of Anaheim,1996,36,33,,0.439,245,233,12.0
846,Boston Bruins,1996,26,47,,0.317,234,300,-66.0
847,Buffalo Sabres,1996,40,30,,0.488,237,208,29.0
848,Calgary Flames,1996,32,41,,0.39,214,239,-25.0
849,Chicago Blackhawks,1996,34,35,,0.415,223,210,13.0
850,Colorado Avalanche,1996,49,24,,0.598,277,205,72.0
851,Dallas Stars,1996,48,26,,0.585,252,198,54.0
852,Detroit Red Wings,1996,38,26,,0.463,253,197,56.0
853,Edmonton Oilers,1996,36,37,,0.439,252,247,5.0
854,Florida Panthers,1996,35,28,,0.427,221,201,20.0
855,Hartford Whalers,1996,32,39,,0.39,226,256,-30.0
